work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Data Analyst,141290,USD,141290,US,0,US,M
2023,SE,FT,Data Analyst,74178,USD,74178,US,0,US,M
2023,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
2023,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
2023,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
2023,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M
2023,SE,FT,Data Scientist,84000,USD,84000,US,100,US,M
2023,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M
2023,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M
2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
2023,SE,FT,Data Scientist,257000,USD,257000,US,0,US,M
2023,SE,FT,Data Scientist,134000,USD,134000,US,0,US,M
2023,SE,FT,Data Scientist,72000,EUR,77262,LV,0,LV,M
2023,SE,FT,Data Scientist,36000,EUR,38631,LV,0,LV,M
2023,SE,FT,Data Analyst,48000,EUR,51508,ES,0,ES,M
2023,SE,FT,Data Analyst,38000,EUR,40777,ES,0,ES,M
2023,SE,FT,Data Analyst,48000,EUR,51508,ES,0,ES,M
2023,SE,FT,Data Analyst,38000,EUR,40777,ES,0,ES,M
2023,SE,FT,Data Scientist,237000,USD,237000,US,100,US,M
2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M
2023,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
2023,SE,FT,Data Scientist,90000,USD,90000,US,100,US,M
2023,SE,FT,Data Analyst,145000,USD,145000,US,100,US,M
2023,SE,FT,Data Analyst,102500,USD,102500,US,100,US,M
2023,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,US,0,US,M
2023,SE,FT,Data Scientist,220000,USD,220000,US,0,US,M
2023,SE,FT,Data Scientist,146000,USD,146000,US,0,US,M
2023,SE,FT,Data Scientist,182000,USD,182000,US,0,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
2023,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
2023,SE,FT,Data Scientist,168000,USD,168000,US,100,US,M
2023,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
2023,SE,FT,Data Scientist,153400,USD,153400,US,0,US,M
2023,SE,FT,Data Scientist,122700,USD,122700,US,0,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,US,0,US,M
2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
2023,SE,FT,Data Scientist,205000,USD,205000,US,100,US,M
2023,SE,FT,Data Scientist,185000,USD,185000,US,100,US,M
2023,SE,FT,Data Scientist,223800,USD,223800,US,0,US,M
2023,SE,FT,Data Scientist,172100,USD,172100,US,0,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
2023,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
2023,SE,FT,Data Scientist,168400,USD,168400,US,0,US,M
2023,SE,FT,Data Scientist,105200,USD,105200,US,0,US,M
2023,SE,FT,Data Scientist,297300,USD,297300,US,100,US,M
2023,SE,FT,Data Scientist,198200,USD,198200,US,100,US,M
2023,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M
2023,SE,FT,Data Scientist,84000,USD,84000,US,100,US,M
2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2023,SE,FT,Data Analyst,240500,USD,240500,US,0,US,M
2023,SE,FT,Data Analyst,137500,USD,137500,US,0,US,M
2023,SE,FT,Data Scientist,135000,USD,135000,US,100,US,M
2023,SE,FT,Data Scientist,115000,USD,115000,US,100,US,M
2023,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,Data Analyst,125000,USD,125000,US,0,US,M
2023,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M
2023,SE,FT,Data Analyst,130000,USD,130000,US,100,US,M
2023,SE,FT,Data Analyst,80000,USD,80000,US,100,US,M
2023,SE,FT,Data Scientist,272550,USD,272550,US,0,US,M
2023,SE,FT,Data Scientist,198200,USD,198200,US,0,US,M
2023,SE,FT,Data Scientist,182000,USD,182000,US,0,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Analyst,155000,USD,155000,US,100,US,M
2023,SE,FT,Data Analyst,64000,USD,64000,US,100,US,M
2023,SE,FT,Data Scientist,143100,USD,143100,CA,0,CA,M
2023,SE,FT,Data Scientist,113000,USD,113000,CA,0,CA,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
2023,SE,FT,Data Scientist,180560,USD,180560,US,0,US,M
2023,SE,FT,Data Scientist,115440,USD,115440,US,0,US,M
2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
2023,SE,FT,Data Scientist,120000,USD,120000,CA,0,CA,M
2023,SE,FT,Data Scientist,110000,USD,110000,CA,0,CA,M
